Date,longitudeSD,latitudeSD,altitudeSD
2022-08-25,0.0001432910694116528,0.0002045874795995554,48.17614935717015
2022-08-26,0.0001886724129473016,0.00021519402132696332,72.51849889482959
2022-08-27,0.00016406803517795293,0.00024859888563074354,58.25286120689354
2022-08-28,0.0001752818412365477,0.000276799099665685,55.2545925765463
2022-08-29,0.00016444159545903262,0.00015245896972298584,41.10892087825113
2022-08-30,0.00017746962053083877,0.00023404295257270264,62.43580063305494
2022-08-31,0.00015160737996415167,0.00016966257486171078,56.51145995962349
2022-09-01,0.011685699354191949,0.0047710580063651505,42.809306129512166
2022-09-02,0.0001743794588352873,0.00011197399652825441,35.46150980334121
2022-09-03,0.00019785778056662933,0.00013570236871713392,26.50005995076137
2022-09-04,0.00018995992272888835,0.00010908677977337928,35.23840007643362
2022-09-05,0.029459123813647035,0.009082945700930099,29.620131502006497
2022-09-06,0.00015648602136453864,0.00012114727874134753,35.56912436710394
2022-09-07,0.014212063112290221,0.005891942409825665,36.612697310295005
2022-09-08,0.000173423084838347,0.00019952997452157907,58.75984725351821
2022-09-09,0.0002142833433025905,0.00020995432500229031,64.11327264601503
2022-09-10,0.0001708554934498103,0.00020113939512475087,48.54434372571631
2022-09-11,0.00020700856201817688,0.00022471019511727432,87.0397386949279
2022-09-12,0.0001557745470166566,0.00022445354754864943,42.97837833759028
2022-09-13,0.0001788902183160016,0.0001806708079333022,35.27720812770874
2022-09-14,0.00018451899957049465,0.00016853113853373895,55.455702261616146
2022-09-15,0.00016104659861894058,0.00020782139368419133,54.53821438947834
2022-09-16,0.00021389502605691205,0.00020906437924043546,55.449233109495005
2022-09-17,0.00019241161595724343,0.0001847601204791084,53.437098876969884
2022-09-18,0.030910258962513953,0.004653723083473671,39.29895250014766
2022-09-19,0.01623554225947502,0.003253848574516425,30.247683593768695
2022-09-20,0.00020371779870677334,9.60454287044327e-05,32.53094856270317
