Date,longitudeSD,latitudeSD,altitudeSD
2022-08-24,0.00011781191869995193,0.00010629781615569368,17.419751148000447
2022-08-25,0.0224508738521265,0.006701710213263718,16.166753884459617
2022-08-31,0.00017269305514903594,0.00010013746058210291,36.479949589599336
2022-09-01,0.024768340137915554,0.007770547357954096,15.642874075980371
2022-09-02,0.00013260111019891001,0.00010983722416571739,20.720737928571822
2022-09-14,0.006956054082864601,0.004934626863075012,18.30265784678247
2022-09-15,0.027313767179532728,0.009053148132146735,21.618870590136822
2022-09-16,0.026700702803470942,0.027936807232258946,32.545135366649006
2022-09-18,0.0145865005419658,0.005987091007508292,19.802614568312546
2022-09-19,0.03846949892391074,0.00934403677133093,22.71335483776262
2022-09-20,0.025089420652159557,0.009529674376374631,16.90915855588744
