ParticipantID,Date,Latitude,Longitude,Altitude,Cluster No

16ky11oz,2022-08-07,0.0007262045004355173,0.0029593552585125255,41.05341125046493,1

16ky11oz,2022-08-08,0.0008536462915984887,0.0028824963973418556,20.587640221346476,0

16ky11oz,2022-08-12,0.0002321551265902561,9.047323699521397e-05,26.799494228660294,0

16ky11oz,2022-08-13,0.018147053046151364,0.007103600240219107,62.26055202101583,1

16ky11oz,2022-08-14,0.0015836607932428156,0.004000414717098895,45.095115029917295,1

16ky11oz,2022-08-15,0.00028028698866941677,9.978308736870026e-05,39.18450632849954,1

16ky11oz,2022-08-16,0.0011210740576287266,0.003484718397432639,31.952446992960063,0

16ky11oz,2022-08-17,0.0008484166525202702,0.0032476929476524864,36.95423157383005,1

16ky11oz,2022-08-18,8.947821742570302e-05,8.557171439859856e-05,31.847066779686287,0

16ky11oz,2022-08-19,0.011061227183662793,0.03508638829065815,29.195992478434654,0

16ky11oz,2022-08-20,7.887160970649674e-05,0.0005688193247526627,34.06465277644627,0

16ky11oz,2022-08-21,0.0008489964857026856,0.003270917897294599,29.63751495978243,0

16ky11oz,2022-08-22,0.09196690944360118,0.036758095527787256,24.298146410040438,0

16ky11oz,2022-08-23,8.166225060952203e-05,0.0007049871879429356,21.29769176887724,0

16ky11oz,2022-08-24,0.0006386572968208055,0.002739060100721774,25.129281504871948,0

16ky11oz,2022-08-25,6.907661335195851e-05,6.421341322684393e-05,21.17321213150449,0

16ky11oz,2022-08-26,0.009990641120425045,0.002089304594115935,28.28420122876875,0

16ky11oz,2022-08-27,0.0007288526801271458,0.0032789631474466,27.283486872729753,0

16ky11oz,2022-08-28,0.004549943838181051,0.01596266527319853,35.71135382628653,1

16ky11oz,2022-08-29,0.0049364816065483735,0.011909265181670532,25.97153806471765,0

16ky11oz,2022-08-30,0.00018898487878786532,0.0001012411485134428,22.878805734171163,0

1inrrtl3,2022-08-07,0.02147686062486024,0.013581793979564015,23.997777694427462,0

1inrrtl3,2022-08-08,0.010358701744236485,0.01782695701352763,21.506486549551532,0

1o52ntll,2022-08-07,7.157622347790896e-05,9.402559635952976e-05,22.872264493720056,0

1o52ntll,2022-08-08,0.006544337188881346,0.031333515557701724,26.48912232034121,1

1o52ntll,2022-08-09,0.00020287999761518138,0.00022873850013825352,30.839372399096952,1

1o52ntll,2022-08-10,0.006844639621080263,0.03275932314951147,26.83466244794534,1

1o52ntll,2022-09-15,0.0011116456983125472,0.0011153814076690998,20.63400506898891,0

1o52ntll,2022-09-16,0.0009583297266970731,0.0014803336829255008,21.47897131565587,0

1o52ntll,2022-09-17,0.009088827161348843,0.02034067532745431,20.598693329685226,0

1o52ntll,2022-09-18,0.005771050151376155,0.02812078302975831,27.12948365679445,1

1o52ntll,2022-09-19,0.005770460106956333,0.02657269895473633,21.158445713230346,0

1o52ntll,2022-09-20,0.00010353674220378794,8.943952102551e-05,18.95656269301933,0

