long,lat,alt
0.0001234839724438207,0.00011676590269568595,11.660118354538893
0.00017254799280950258,0.0002106256110153389,46.31685465030981
4.7917542775693235e-05,4.322271173094172e-05,6.43320069583601
0.0001923898235883783,0.00012282366718521453,19.0091584009397
0.00015795571594892866,0.0002058762829531578,37.951491378345274
0.00031814420971510343,0.00016896175746911087,21.058715706946696
7.435290071516109e-05,0.00014468282829732974,5.884753248639509
0.00035085607338183043,0.0008251892077938171,29.284289019298924
1.1407195972096418e-05,7.0530175207058555e-06,9.683639780525272
0.0001103602709602218,0.00012894654646973883,17.615483646589528
2.9839767888318083e-05,2.205784217511541e-05,3.8962350935624386
6.626108593845838e-07,7.963057409267643e-07,0.0
0.00040718151225251786,0.0003820914689640864,21.462335265609514
0.000525185152588384,0.00041403909823455157,30.609698655673682
0.00012289146154978087,8.96586929989827e-05,20.126667784800613
0.00014823640549902959,0.00020898641190743002,7.074250838834798
8.264180350272648e-05,8.275228092889736e-05,29.723420642605262
0.0025593454603631913,0.0015871316966245821,9.229203907242493
5.163352604009213e-07,5.82006887188842e-07,0.01892623782187864
0.0003119989189205628,0.00021228653764130445,54.568491601449246
9.239305935783247e-05,8.079503496317687e-05,33.328140674959634
3.389736296921383e-05,0.00017740836532819081,9.551847538324308
3.128499742518906e-07,1.714915353045839e-06,0.033196713140144087
0.0012764607621486256,0.0012070902264731884,21.563150387317897
0.0005387456769334451,0.0010461952646038202,56.111762401167724
5.873690767993611e-05,6.56042365886738e-05,12.921905952134695
8.27689766867143e-05,8.637553067235559e-05,51.953036093908196
0.00026463938677188893,0.0002954981026850614,42.620870264792096
2.5139123749572823e-06,3.6909970075131755e-06,3.048314778323118
8.83939910481301e-05,0.000100238822885688,13.889014001979328
2.2309328321153735e-05,4.303476159032379e-05,7.066159763039706
0.0008175736394946557,0.0009081887437256418,35.45598470580368
3.2368872329307786e-05,2.5399062481381877e-05,3.919870706269105
3.4066101201275776e-05,3.112459188525943e-05,4.826766044856482
