Date,longitudeSD,latitudeSD,altitudeSD
2022-08-07,0.0,0.0,0.0
2022-08-27,2.752372713860456e-06,7.915806988568117e-06,0.0
2022-08-30,1.739999999905706e-05,2.8500000013309545e-06,0.0
2022-09-13,7.203026707497026e-06,1.8587546249234343e-05,0.0
2022-09-14,1.918535743070064e-05,0.000194586300981961,3.3621887570668156
