longitudeSD,latitudeSD,altitudeSD
7.128870109686385e-05,0.00013543951743919674,21.51182158866537
6.830072803136719e-05,6.452528728022306e-05,11.43362228349374
5.087740591505816e-05,6.727604165962617e-05,17.597112719939616
5.3475867696921305e-05,8.71940487680264e-05,24.009523282307324
6.386262352183676e-05,7.569711745829807e-05,17.771485611455024
4.631361557219474e-05,6.326022957146423e-05,18.933698968077902
7.739394390812294e-05,7.798305250403323e-05,8.67209658027719
4.4412938575932206e-05,6.332691317582543e-05,14.492000190598224
7.753625223983454e-05,0.0001148402639758353,17.317604296244337
0.01048786692250545,0.010592637850831248,25.552582984280004
0.002049851415052124,0.002791444836109103,22.61902625895961
0.00014617431217912516,0.00044168455586291973,32.279448733652764
5.1148238832819385e-05,9.981714604501576e-05,30.511310887405077
0.00035702107679308655,0.0015969756322832302,43.64302091202251
0.0005636240473436899,0.001548874036843817,5.073397407543294
2.510943385709612e-05,5.04324130217108e-05,2.74426764506166
0.0010504090780265104,0.0023643234153576886,20.939758070062194
0.002005434056983495,0.003929391202494107,10.348053924049664
0.0023520290278334854,0.0004126121969371446,10.62107562185261
0.0010513975172068341,0.00027313104814817856,32.22036235068193
0.006029538887180339,0.01939370374422425,22.80240490596423
0.007148868142313054,0.003035456074754116,7.618442333368171
7.696459734110436e-05,5.578311761746773e-05,9.5365974645465
7.685389831217258e-05,8.81573682006064e-05,34.17173369600907
7.526427636249756e-05,9.709040951606096e-05,18.220477752101658
5.9364076974834583e-05,8.079538871206028e-05,15.064286058513998
7.50647404166949e-05,6.158180358216845e-05,15.63648693194108
8.366313441517436e-05,6.229761043971145e-05,19.62813389897272
8.5572950864582e-05,3.745389374894563e-05,22.452565766423128
0.00021062381146946525,0.0001772955321643679,10.263859915110904
0.00017274508464639626,0.00012037069777239367,13.380055469439908
4.583804024835942e-05,6.397421396430184e-05,7.163804172635333
6.860518395301451e-05,7.156969377491529e-05,12.850353282339483
0.00010025368291588061,7.260827705661817e-05,11.25263382155185
7.110879856720028e-05,7.111982253214304e-05,24.47664677087561
0.00013245832307121996,0.0001437531354993817,45.74159120006957
0.00011364692072256517,0.00012031377318748218,44.19668645519094
0.0001121017802472322,9.784530607875195e-05,25.022294738644508
0.0005359560265400223,0.0007715073685001646,15.260839912347823
0.0003497746700336254,0.00015124230197819042,25.624849429160125
5.008650037907748e-05,0.0001010358299882183,9.643657546349123
5.484819920244219e-05,4.850103710042241e-05,8.910139252697917
4.5029055613063774e-05,5.884884723566242e-05,19.29878973947817
0.00012321526590813541,0.00014919223640364775,30.690265746279117
0.00013290623671663587,0.00012345136162889643,16.151630741793348
0.0001059151431752124,9.040476929650456e-05,15.966870193319645
7.694312432531736e-05,6.748468896926617e-05,14.679884929777067
0.00022262447361549187,0.00012753909592593205,21.075462724686563
0.00010501929545544412,0.0001471798392458299,20.495328338558
4.2542638189804246e-05,5.890350006476223e-05,35.33492157047786
6.725475880463817e-05,9.82936264754106e-05,47.907848000816834
5.879799589282945e-05,0.00015209762541175298,38.517357577168085
7.528147336374444e-05,0.00012392738528814267,34.78649584472803
0.00012369810260041253,9.274017953981175e-05,49.93219322891715
0.00012664309685635932,0.00011700171778458397,15.380392489330266
5.0898125766502714e-05,0.00015629029943740403,47.11183417154855
0.0018085732239459947,0.003139102082849702,23.839714759556664
0.0024516314792761697,0.00293372620808188,12.06408382075984
0.0006771920295654264,0.0011108429778643274,32.14229994000281
8.720515799132899e-05,0.000133567770392501,16.88779235394294
0.00013640421180351057,6.67415596588653e-05,13.624098282807994
0.00019072285208245683,0.000672583309534051,26.5181682571824
0.00021510484055577627,0.00017375579525810497,9.812491828283324
0.00014571714681208526,0.000136571510318894,0.9258629447992824
0.0015507306585921816,0.0012164285514363526,12.179154909309311
0.011461203634155162,0.008696705493592445,31.848426946213724
6.0546987002751975e-05,9.668600735243346e-05,10.992733080835096
6.445274521870116e-05,8.544151807011714e-05,16.52501142954195
9.211940531109446e-05,8.259191594088168e-05,11.511372555524293
0.00016230038353268,0.00016399959810218956,17.013511028794728
5.871257504539048e-05,4.316092824700016e-05,16.279910646270245
7.655478046939157e-05,6.246428459575933e-05,10.97788881255508
0.0024974154336096393,0.00250350198702165,17.13801864013934
0.00043970591971862025,0.0023080439249878798,20.44386561468559
0.0001462913008340042,0.00013552613343387247,24.602276480363386
8.924345263098414e-05,3.878758082940226e-05,9.792727023043852
0.00010291213108812199,8.841563087878727e-05,17.573892549513687
5.848335677850047e-05,4.883065648496531e-05,18.156550800819677
8.221499955496817e-05,6.44646536706274e-05,23.57060920718466
8.758363221738308e-05,0.00014496090881716507,19.309789638880176
2.2747843098804998e-05,2.317538031414251e-05,9.339408098688864
7.125261365124534e-05,0.00010881881056972049,22.165858299095397
0.00010854300166840891,9.286476598786576e-05,8.18934523792219
6.366090158839961e-05,3.2105137203080655e-05,4.5254320359730205
9.756518203076404e-05,0.00010045323730808666,4.753927616322055
6.29992817065586e-05,5.1360112272703656e-05,9.961065973259478
7.404818558040661e-05,9.865999878398812e-05,6.794150869269326
0.00011227108191542008,8.865111778389119e-05,19.148327617818648
0.0002065566646607421,0.0001696849271609359,25.358815845406337
7.402392177882606e-05,8.466731966440738e-05,21.635016931241864
8.067221442827447e-05,5.433418926030449e-05,25.32524047396561
0.00010503300941313719,8.10124219484913e-05,12.447814788070742
9.446086151404676e-05,0.00012607225000961446,26.260157636961168
0.00014610343875815304,0.00013389722439386203,15.695766416013683
6.0664517623966165e-05,0.0001193240061942348,37.89540644516855
0.0020982332969297665,0.002965544219292563,23.370952964470035
0.0032030238346563477,0.00486988444055373,9.357439910421194
0.0013740462051039424,0.00298486598102042,13.447630401582815
6.014946282152476e-05,4.718133109744496e-05,28.68522784953311
7.802160819165549e-05,5.242347478491823e-05,13.00334578150174
0.00012851528781589771,7.912945951334152e-05,18.2692806073694
8.655950438691229e-05,6.55159801961526e-05,10.12933049941024
9.704912381145042e-05,6.935891118888302e-05,32.87296780013437
0.00012974678940164944,0.00012064231066845915,11.685925112164794
