longitudeSD,latitudeSD,altitudeSD
3.1586191600677493e-06,3.076307648871526e-05,0.04330143537045892
1.8729246951014908e-05,4.719428584854862e-05,0.04874998811791542
0.00010493533754684744,5.519589413827565e-05,0.028177240958572526
0.004789058447850727,0.026868228548178785,20.89684481182894
0.006607046056353699,0.0036704620587426507,12.54700080923807
8.725021840863998e-05,0.0010549814701084192,13.25352636431606
2.2690468709175826e-05,1.6618312321833607e-05,0.2294868634024357
1.661669866618876e-05,2.3868716370660657e-05,4.642675669615037
2.549326185492346e-05,1.816120964948299e-05,4.024524656671789
1.7783421901266218e-05,2.224094813075567e-05,3.1776218469583255
0.0001990097599807163,0.0005176494590943962,17.610674249072236
2.4199250677233328e-05,2.6786560477062308e-05,3.2123659247341076
4.356528905403879e-05,2.036156959077569e-05,18.93095603398619
2.430733847210307e-05,1.5704906863351412e-05,4.220626218962034
2.1174288063620362e-05,1.5189321078305993e-05,4.078416696036188
2.1509862548139986e-05,2.3860524650174134e-05,4.0339647945096555
1.744171245397154e-05,1.0189278139539404e-05,4.36879760153556
6.397460434161253e-06,9.108512506691616e-06,3.74733326760521
2.214244742193476e-05,2.397902707338142e-05,4.149098544600546
0.014088221727231318,0.02380930157556731,13.218613114617527
7.298004623517957e-05,3.18111167442899e-05,0.0
0.00016639536359215902,0.00011160641140319245,3.022192343021762
0.00029693407155925266,0.00010688503413575209,36.454514656804804
0.00036556915405463195,0.00018932055690534845,24.55949187497333
3.217068189283652e-05,6.345418345660488e-05,0.0
0.0011554834569891701,0.00032493264943795296,7.24206295621915
2.0083924503015894e-05,2.8873622793459324e-05,0.04635141736029846
0.0038151589679484596,0.004265290127688134,8.469484828505752
0.00914098106535873,0.023842037127311408,11.857849790907855
0.000682932514418926,0.0026054648746778,22.583901878466282
0.002100553379321171,0.001280418468983735,10.721426794023083
7.106726078641889e-06,6.038947661612922e-06,0.016433304196904745
6.725490614048508e-06,1.1532780408715272e-05,0.0
0.0010240306504974547,0.0028933985042666373,12.912429682196505
0.00027555332180054617,0.0006087793041384557,16.26152357382475
0.00019072384993332672,0.0004941932732219888,16.027850536431803
3.942152381337939e-05,2.1050445254686667e-05,3.5130403641701133
0.00011377517570733845,5.368186972937596e-05,19.446367151225196
8.447669525597712e-05,0.0002059053821515332,22.13346589971771
0.00029912934722521763,0.000612021391323286,16.502322063081294
2.9562229269981922e-05,1.96579989479637e-05,3.7553613785568354
3.296831812588999e-05,1.785616138372997e-05,0.1999988555908203
1.8144381878649214e-05,1.9811451073590284e-05,3.6617752191298165
1.49134000144645e-05,1.6504590271820107e-05,2.0581245054912176
1.6308854956578912e-05,2.2387119625860884e-05,3.1351271378217156
1.710148823944657e-05,1.8362087979434605e-05,4.542189103290763
1.621696160634483e-05,1.53829743107721e-05,4.167991353754086
0.00020691469835081526,0.00010568362007793687,16.279247000635042
0.0011350522996144178,0.0022535586653404274,5.3675605297156235
1.0935067060000939e-05,2.1787064754134577e-05,0.0
0.0029711141968333512,0.0022520681141298586,4.434683042028406
3.492524333808648e-05,1.6793683986096375e-05,4.549266304154469
0.00026132434988835137,0.0006280101352378845,16.421161840116913
2.0901076528176945e-05,3.091419588175369e-06,4.8251293471397965
